caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
10482,3,1,1,0,0,1,0,2,2,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,8,0,2,0,4,0,0,4,2,2,6,0,2,0,2,0,0,2,2,0,0,0,3,0,2,23,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,10,1,0
10483,7,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,0,0,0,0,0,0,6,0,2,22,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,5,6,0
10484,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
10485,4,1,2,0,0,2,3,2,2,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,2,1,0,0,1,1,0,2,23,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,10,1,0
10486,6,1,1,0,0,7,3,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,5,0,2,0,0,0,10,4,1,2,2,0,2,0,2,0,0,0,0,0,0,0,1,0,3,10,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,8,1,0
10487,5,11,1,0,0,4,3,2,2,0,0,5,0,3,3,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,11,1,0
10488,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,222,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
10489,4,1,1,0,0,6,0,2,2,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,11,4,1,2,4,0,2,0,2,2,0,2,0,0,0,0,1,0,2,10,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,10,1,0
10490,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,221,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0
10491,7,1,1,0,0,1,2,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,6,0,2,0,2,1,0,2,0,0,0,1,1,0,2,21,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,10,1,0
10492,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
10493,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,2,4,0,2,0,121,0,0,1,2,10,1,6,0,3,0,1,0,0,0,0,0,0,0,1,0,6,0,0
10494,1,3,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,121,0,0,1,0,21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
10495,5,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,4,0,0,4,2,2,6,0,2,0,1,2,0,0,0,0,0,0,6,0,0,10,0,6,0,1,0,0,0,0,3,0,0,0,2,2,0,9,4,0
10496,6,1,2,0,0,1,3,2,2,0,0,0,0,3,3,0,3,0,0,1,0,0,0,0,7,0,2,0,0,0,1,4,1,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
10497,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,122,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
10498,2,11,1,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,4,2,2,0,0,2,0,2,1,0,0,7,8,0,0,3,0,0,23,0,6,0,1,0,0,0,0,3,0,0,0,2,2,0,8,7,0
10499,4,0,1,0,0,1,3,2,2,0,0,5,0,3,3,0,1,0,0,0,0,0,0,1,6,0,2,0,2,0,1,4,2,2,2,0,2,0,2,1,4,2,10,0,0,1,1,0,2,10,0,4,0,1,0,1,0,0,0,5,0,2,1,1,0,8,1,0
10500,6,2,2,0,0,3,3,2,2,0,0,4,0,2,2,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,13,1,0
10501,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
10502,3,0,1,0,0,1,3,2,2,0,0,0,0,3,3,0,3,0,0,1,0,0,0,0,7,0,2,0,0,0,1,4,1,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,10,1,0
10503,4,1,1,0,0,7,2,2,2,0,0,3,0,5,5,0,3,0,0,1,0,0,0,0,9,0,2,0,2,0,1,4,1,2,1,0,2,0,2,0,2,4,0,0,0,1,1,0,4,21,0,4,0,1,0,1,0,0,0,5,0,2,1,1,0,16,1,0
10504,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10505,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
10506,4,3,1,0,4,3,4,2,2,1,0,0,4,3,3,9,3,0,0,0,0,0,0,0,10,0,1,0,3,0,1,2,2,2,3,0,2,4,2,1,0,4,2,0,0,1,1,0,4,52,0,5,1,1,1,0,0,0,0,6,0,2,1,1,0,11,1,1
10507,3,3,1,0,0,7,4,2,2,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,1,0,2,0,4,0,1,4,1,2,4,0,1,0,1,0,0,2,2,0,0,2,1,0,2,10,0,6,0,1,0,0,0,0,0,3,0,1,1,1,0,7,1,0
10508,2,3,1,0,4,1,5,2,2,1,0,1,0,1,1,3,1,0,0,0,0,0,0,0,7,0,1,0,4,0,1,4,2,2,3,0,2,4,2,1,4,2,7,4,0,2,1,0,2,52,1,6,0,2,0,1,0,0,0,4,0,1,1,1,0,7,1,0
10509,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10510,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,114,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
10511,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,121,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10512,6,1,1,0,0,1,3,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,8,1,2,0,0,0,1,2,1,2,3,0,2,0,2,1,0,2,0,0,0,1,1,0,2,21,0,1,8,1,0,0,0,0,0,1,0,1,1,1,0,11,1,1
10513,1,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,111,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10514,3,1,2,0,0,1,3,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,5,0,2,0,4,0,1,4,2,2,2,0,2,0,2,1,0,2,0,0,0,2,1,0,2,10,0,6,0,1,0,0,0,0,0,1,0,1,1,1,0,10,1,0
10515,3,11,2,0,0,1,2,2,2,0,0,0,0,4,4,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,1,4,2,2,4,0,2,0,2,1,0,2,1,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,4,0,1,1,1,0,11,1,0
10516,6,1,1,0,0,1,3,2,2,0,0,6,0,3,1,0,1,0,0,0,0,0,0,0,4,0,2,0,1,0,1,4,2,2,6,0,2,0,2,1,4,2,0,0,0,1,1,0,2,10,0,3,0,1,0,1,0,0,0,3,0,1,1,1,0,7,1,0
10517,4,2,2,0,0,1,3,2,2,0,0,0,0,3,3,0,3,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,2,2,5,0,2,0,2,1,0,4,0,0,0,2,1,0,4,23,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,11,1,0
10518,3,1,2,0,0,1,3,2,2,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,2,1,0,0,2,1,0,2,23,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,11,1,0
10519,3,11,1,0,0,1,0,2,2,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,7,0,2,0,4,0,0,4,2,2,3,0,2,0,0,1,0,3,12,0,0,0,6,0,3,23,0,6,0,1,0,0,0,0,0,0,0,1,1,2,0,6,2,0
10520,4,0,1,0,0,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,9,0,2,2,4,0,0,4,2,2,3,0,1,0,1,1,2,0,2,0,0,0,6,0,2,10,0,6,0,1,0,1,2,1,3,0,0,0,2,2,0,8,4,0
10521,6,11,1,4,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,5,0,2,1,3,0,0,2,2,2,3,0,2,0,2,1,0,2,0,0,0,0,3,0,2,23,0,5,4,1,0,0,0,0,3,0,1,1,1,2,0,9,1,1
10522,3,11,1,4,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,1,2,0,0,1,0,1,1,4,0,9,0,0,0,3,0,0,23,0,2,0,1,0,1,0,0,3,0,0,0,2,2,0,9,7,0
10523,6,11,1,0,0,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,6,6,0
10524,5,1,1,0,0,1,5,1,2,0,0,0,0,5,2,0,3,0,0,1,0,0,1,0,5,0,2,0,0,0,1,2,2,2,2,0,2,0,2,1,0,4,0,0,0,1,1,0,5,23,0,1,4,1,0,0,0,0,0,6,1,2,1,1,0,14,1,1
10525,6,1,1,0,0,2,0,2,2,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,9,0,2,2,0,0,0,4,2,2,2,0,2,0,2,1,4,0,7,1,0,0,6,0,3,10,0,1,0,1,0,1,1,1,3,0,0,0,2,2,0,10,3,0
10526,4,11,1,0,0,7,3,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,8,0,2,0,2,0,1,4,1,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,24,0,4,0,1,0,0,0,0,0,2,0,1,1,1,0,6,1,0
10527,3,11,1,0,0,1,2,2,2,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,7,0,2,0,4,0,1,3,1,2,2,0,2,0,1,3,4,0,0,0,0,1,1,0,0,10,0,6,0,1,0,1,0,0,0,3,0,0,2,0,0,10,1,0
10528,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,7,8,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10529,6,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,13,5,0
10530,2,11,1,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,2,2,2,0,0,2,0,1,1,0,0,2,0,0,0,3,0,0,10,0,6,1,2,1,0,0,0,3,0,0,0,2,2,0,9,7,1
10531,3,1,1,0,0,1,3,2,2,0,0,0,0,5,5,0,3,1,0,1,0,0,0,0,4,0,2,0,0,0,1,4,2,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,22,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,14,1,0
10532,5,1,1,0,0,1,2,2,2,0,0,3,0,2,3,0,2,0,0,0,0,0,0,0,8,0,2,0,2,0,1,4,2,2,2,0,2,0,2,2,2,3,0,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,3,0,2,1,1,0,9,1,0
10533,5,0,1,0,4,0,0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,4,1,2,0,0,2,6,2,1,0,0,9,0,0,0,6,0,2,52,0,6,0,1,0,0,0,0,0,0,0,0,2,0,0,5,5,0
10534,7,11,1,3,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,4,2,2,0,0,2,0,1,1,4,0,0,0,0,0,6,0,2,23,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,4,6,0
10535,6,2,1,0,0,1,3,2,2,0,0,5,0,3,3,0,3,0,0,1,0,0,0,0,8,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,4,4,1,0,0,1,1,0,4,10,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,14,1,0
10536,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
10537,6,11,1,0,0,1,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,2,0,0,0,4,1,1,3,0,1,0,2,1,4,0,0,0,0,0,6,0,2,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,7,4,0
10538,2,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,2,1,4,0,3,0,112,0,6,1,2,10,1,6,0,2,0,1,0,0,3,0,0,0,2,2,0,6,7,0
10539,5,2,2,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,2,2,2,0,0,4,1,2,5,0,2,0,2,2,0,2,2,0,0,0,3,0,2,10,0,4,0,1,0,0,0,0,1,0,0,1,1,2,0,10,1,0
10540,6,1,1,0,0,1,5,2,2,0,0,1,0,2,2,0,3,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,2,2,1,0,2,0,2,2,4,4,0,0,0,1,1,0,4,10,0,6,0,1,0,1,0,0,0,3,0,2,1,1,0,14,1,0
10541,3,3,1,0,3,1,0,2,2,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,4,1,2,6,0,2,4,2,1,3,0,1,0,0,0,6,0,0,51,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,11,3,0
10542,4,1,1,0,0,1,5,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,5,0,2,0,2,1,0,2,0,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,9,1,0
10543,7,1,2,0,0,6,0,2,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,9,0,2,2,0,0,0,2,1,2,1,0,2,0,2,1,0,3,0,0,0,0,6,0,4,10,0,1,10,1,0,0,0,0,3,0,0,1,1,2,1,16,2,1
10544,3,1,1,0,0,6,2,2,2,0,0,0,0,3,5,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,1,4,1,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,5,1,0
10545,5,11,1,0,0,1,3,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,2,0,1,4,2,2,2,0,2,0,2,1,4,3,0,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
10546,5,11,1,0,0,6,0,2,2,0,0,5,0,3,0,0,0,1,0,0,0,0,0,0,7,0,2,2,0,0,0,4,2,2,2,0,2,0,1,0,2,2,1,0,0,0,6,0,2,22,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,10,2,0
10547,4,0,1,0,0,1,4,2,2,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,1,0,2,0,2,1,0,3,10,0,0,1,1,0,3,10,0,6,0,2,0,0,0,0,0,4,0,2,1,1,0,10,1,0
10548,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,222,0,0,0,0,23,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0
10549,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,3,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
10550,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0
10551,6,11,1,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,4,1,1,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,4,6,0
10552,5,2,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,1,0,2,1,4,0,1,0,0,0,6,0,0,21,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
10553,3,11,1,0,0,5,0,2,2,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,11,0,2,0,4,0,0,1,2,2,6,0,2,0,0,1,4,2,13,0,0,0,5,0,2,23,0,6,1,1,1,1,0,0,0,0,0,2,1,2,0,10,1,2
10554,4,0,1,0,0,1,0,2,2,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,5,0,1,0,3,0,0,4,2,2,6,0,2,0,2,2,4,3,11,0,0,0,2,0,3,21,0,5,0,2,0,1,0,0,0,0,0,1,1,0,0,11,1,0
10555,7,0,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,2,2,0,0,2,0,1,1,4,0,0,0,0,0,6,0,2,24,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,7,0
10556,3,1,1,0,0,2,3,2,2,0,0,1,0,4,4,0,1,0,0,1,0,0,0,0,9,0,2,0,4,0,1,4,2,2,1,0,2,0,2,1,4,2,2,0,0,1,1,0,4,21,0,6,0,1,0,1,0,0,0,2,0,1,1,1,0,14,1,0
10557,6,11,1,0,0,5,3,2,2,0,0,1,0,3,3,0,3,0,0,0,0,0,0,0,10,0,2,0,3,0,1,4,1,2,2,0,2,0,2,2,4,4,0,0,0,1,1,0,4,21,0,5,0,1,0,1,0,0,0,6,0,2,1,1,0,11,1,0
10558,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,4,0,2,0,223,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10559,7,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,22,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
10560,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
10561,4,1,1,0,0,2,3,2,2,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,14,1,0
10562,5,1,1,0,0,1,2,2,2,0,0,0,0,4,4,0,1,0,0,0,0,0,0,1,3,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,0,2,0,0,0,2,1,0,2,10,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,8,1,0
10563,3,1,2,0,0,1,0,2,2,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,7,0,2,2,2,0,0,4,2,2,2,0,2,0,1,1,1,2,0,0,0,0,6,0,2,24,0,4,0,3,0,1,0,0,3,0,0,1,1,2,0,11,2,0
10564,4,3,1,0,4,1,5,2,2,2,0,3,0,2,2,6,2,0,0,0,0,0,0,0,7,0,1,0,4,0,1,4,2,2,3,0,2,4,2,1,4,3,13,0,0,3,1,0,3,52,0,6,0,1,0,1,0,0,0,4,0,1,1,1,0,8,1,0
10565,5,0,1,0,0,1,3,2,2,0,0,4,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,2,0,1,4,1,2,6,0,2,0,2,1,4,3,4,0,0,1,1,0,3,23,0,4,0,1,0,1,0,0,0,3,0,1,1,0,0,10,1,0
10566,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10567,5,1,1,0,0,6,2,2,2,0,0,0,0,4,3,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,1,3,1,2,6,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,10,1,0
10568,4,1,2,0,0,3,0,2,2,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,1,2,3,0,2,0,2,3,3,2,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,8,1,0
10569,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
10570,5,11,1,0,0,5,2,1,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,5,4,1,2,5,0,1,0,2,2,0,3,1,0,0,0,1,0,3,23,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,9,1,0
10571,1,11,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,1,0,0,2,0,112,0,0,1,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10572,6,0,1,0,0,1,2,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,2,2,5,0,2,0,2,0,0,2,1,0,0,1,1,0,2,24,0,1,0,1,0,0,0,0,0,6,0,2,1,1,0,8,1,0
10573,4,0,1,0,0,1,5,2,2,0,0,3,0,5,3,0,1,0,0,0,0,0,0,0,5,0,2,0,3,0,1,4,2,2,2,0,2,0,2,1,4,2,9,0,0,1,1,0,2,10,0,5,0,1,0,1,0,0,0,3,0,2,1,0,0,11,1,0
10574,3,11,1,0,0,1,1,2,2,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,2,4,2,2,6,0,2,0,2,1,0,2,7,9,0,0,1,0,2,10,0,1,0,1,0,0,1,1,0,3,0,1,1,1,0,9,1,0
10575,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,223,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10576,7,1,1,0,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,2,0,0,0,2,2,2,4,0,2,0,2,1,0,0,0,0,0,0,6,0,3,24,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,10,4,2
10577,5,1,1,0,0,1,3,2,2,2,0,0,0,3,5,0,1,1,0,0,0,0,0,0,6,0,1,0,0,0,1,4,2,2,1,0,2,0,2,1,0,3,0,0,0,1,1,0,3,24,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,14,1,0
10578,4,1,2,0,0,1,3,2,2,0,0,0,0,4,4,0,4,1,0,1,0,0,0,0,3,0,2,0,0,0,1,4,2,2,5,0,2,0,2,2,0,5,0,0,0,1,1,0,5,21,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,11,1,0
